"","complnum","crimesuccess","HOUSING_PSA","JURISDICTION_CODE","jurisdic","code1","crimelevel","loc_desc","offense_desc1","park","PATROL_BORO","code2","offense_desc2","premise_type","date","STATION_NAME","SUSP_AGE_GROUP","SUSP_RACE","SUSP_SEX","TRANSIT_DISTRICT","VIC_AGE_GROUP","VIC_RACE","VIC_SEX","Latitude","Longitude","Lat_Lon","compl_year","compl_month","compl_day"
"69",566123713,"COMPLETED",NA,0,"N.Y. POLICE DEPT",107,"FELONY","INSIDE","BURGLARY",NA,"PATROL BORO MAN SOUTH",221,"BURGLARY,RESIDENCE,DAY","RESIDENCE - APT. HOUSE","06/07/2018",NA,NA,NA,NA,NA,"25-44","WHITE","F",40.722787344,-73.981346103,"(40.722787344, -73.981346103)","2018","06","06"
"70",434892655,"COMPLETED",NA,0,"N.Y. POLICE DEPT",126,"FELONY","INSIDE","MISCELLANEOUS PENAL LAW",NA,"PATROL BORO MAN NORTH",198,"CRIMINAL CONTEMPT 1","RESIDENCE - APT. HOUSE","06/07/2018",NA,"18-24","BLACK","M",NA,"UNKNOWN","UNKNOWN","F",40.826216983,-73.940100268,"(40.826216983, -73.940100268)","2018","06","06"
"71",827714567,"COMPLETED",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","INSIDE","PETIT LARCENY",NA,"PATROL BORO MAN SOUTH",338,"LARCENY,PETIT FROM BUILDING,UN","RESIDENCE - APT. HOUSE","06/07/2018",NA,NA,NA,NA,NA,"25-44","WHITE","F",40.744585495,-73.977485732,"(40.744585495, -73.977485732)","2018","06","06"
"72",895778983,"COMPLETED",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","FRONT OF","PETIT LARCENY",NA,"PATROL BORO MAN NORTH",357,"LARCENY,PETIT OF VEHICLE ACCES","STREET","06/07/2018",NA,NA,NA,NA,NA,"45-64","BLACK","M",40.803050334,-73.949024785,"(40.803050334, -73.949024785)","2018","06","06"
"73",542786450,"COMPLETED",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","FRONT OF","PETIT LARCENY",NA,"PATROL BORO MAN NORTH",321,"LARCENY,PETIT FROM AUTO","STREET","06/07/2018",NA,NA,NA,NA,NA,"25-44","BLACK","M",40.812512958,-73.952680664,"(40.812512958, -73.952680664)","2018","06","06"
"74",541953644,"COMPLETED",NA,0,"N.Y. POLICE DEPT",233,"MISDEMEANOR","INSIDE","SEX CRIMES",NA,"PATROL BORO MAN NORTH",175,"SEXUAL ABUSE 3,2","RESIDENCE - APT. HOUSE","06/07/2018",NA,"25-44","UNKNOWN","M",NA,"45-64","WHITE","M",40.828851045,-73.943834191,"(40.828851045, -73.943834191)","2018","06","06"
"75",268653850,"COMPLETED",NA,0,"N.Y. POLICE DEPT",351,"MISDEMEANOR","FRONT OF","CRIMINAL MISCHIEF & RELATED OF",NA,"PATROL BORO MAN NORTH",258,"CRIMINAL MISCHIEF 4TH, GRAFFIT","DRY CLEANER/LAUNDRY","06/07/2018",NA,NA,NA,NA,NA,"UNKNOWN","UNKNOWN","D",40.764430393,-73.967569734,"(40.764430393, -73.967569734)","2018","06","06"
"76",377077309,"COMPLETED",NA,0,"N.Y. POLICE DEPT",351,"MISDEMEANOR","FRONT OF","CRIMINAL MISCHIEF & RELATED OF",NA,"PATROL BORO MAN NORTH",258,"CRIMINAL MISCHIEF 4TH, GRAFFIT","COMMERCIAL BUILDING","06/07/2018",NA,NA,NA,NA,NA,"UNKNOWN","UNKNOWN","D",40.763801697,-73.967042993,"(40.763801697, -73.967042993)","2018","06","06"
"77",909677052,"COMPLETED",NA,0,"N.Y. POLICE DEPT",358,"MISDEMEANOR",NA,"OFFENSES INVOLVING FRAUD",NA,"PATROL BORO MAN SOUTH",705,"FORGERY,ETC.-MISD.","STREET","06/06/2018",NA,"25-44","BLACK","M",NA,"UNKNOWN","UNKNOWN","E",40.727671736,-74.003154796,"(40.727671736, -74.003154796)","2018","06","06"
"78",294846112,"COMPLETED",NA,0,"N.Y. POLICE DEPT",344,"MISDEMEANOR","INSIDE","ASSAULT 3 & RELATED OFFENSES",NA,"PATROL BORO MAN SOUTH",101,"ASSAULT 3","PUBLIC BUILDING","06/06/2018",NA,"25-44","BLACK","M",NA,"25-44","WHITE","M",40.749077943,-73.993880399,"(40.749077943, -73.993880399)","2018","06","06"
"79",288107838,"COMPLETED",NA,0,"N.Y. POLICE DEPT",578,"VIOLATION","INSIDE","HARRASSMENT 2",NA,"PATROL BORO MAN SOUTH",637,"HARASSMENT,SUBD 1,CIVILIAN","HOTEL/MOTEL","06/06/2018",NA,"UNKNOWN","UNKNOWN","U",NA,"18-24","WHITE","F",40.764420034,-73.983377672,"(40.764420034, -73.983377672)","2018","06","06"
"80",455783382,"COMPLETED",NA,0,"N.Y. POLICE DEPT",344,"MISDEMEANOR","INSIDE","ASSAULT 3 & RELATED OFFENSES",NA,"PATROL BORO MAN NORTH",101,"ASSAULT 3","RESIDENCE - APT. HOUSE","06/06/2018",NA,"25-44","BLACK","M",NA,"45-64","ASIAN/PAC.ISL","M",40.793954865,-73.950310235,"(40.793954865, -73.950310235)","2018","06","06"
"81",400395334,"COMPLETED",NA,0,"N.Y. POLICE DEPT",351,"MISDEMEANOR","INSIDE","CRIMINAL MISCHIEF & RELATED OF",NA,"PATROL BORO MAN SOUTH",258,"CRIMINAL MISCHIEF 4TH, GRAFFIT","HOTEL/MOTEL","06/06/2018",NA,"25-44","WHITE","M",NA,"UNKNOWN","UNKNOWN","D",40.754613364,-73.985617953,"(40.754613364, -73.985617953)","2018","06","06"
"82",340021450,"COMPLETED",NA,0,"N.Y. POLICE DEPT",578,"VIOLATION","FRONT OF","HARRASSMENT 2",NA,"PATROL BORO MAN SOUTH",637,"HARASSMENT,SUBD 1,CIVILIAN","STREET","06/06/2018",NA,"25-44","WHITE","M",NA,"25-44","WHITE HISPANIC","F",40.74219698,-73.97468255,"(40.74219698, -73.97468255)","2018","06","06"
"83",795910651,"COMPLETED",NA,0,"N.Y. POLICE DEPT",126,"FELONY",NA,"MISCELLANEOUS PENAL LAW",NA,"PATROL BORO MAN NORTH",708,"IMPERSONATION 1, POLICE OFFICE","STREET","06/06/2018",NA,NA,NA,NA,NA,"UNKNOWN","UNKNOWN","M",40.770718202,-73.9509341,"(40.770718202, -73.9509341)","2018","06","06"
"84",617989710,"COMPLETED",NA,0,"N.Y. POLICE DEPT",352,"MISDEMEANOR","INSIDE","CRIMINAL TRESPASS",NA,"PATROL BORO MAN NORTH",205,"TRESPASS 2, CRIMINAL","RESIDENCE - APT. HOUSE","06/06/2018",NA,NA,NA,NA,NA,"UNKNOWN","UNKNOWN","E",40.840792611,-73.93719949,"(40.840792611, -73.93719949)","2018","06","06"
"85",255297975,"COMPLETED",NA,0,"N.Y. POLICE DEPT",235,"MISDEMEANOR",NA,"DANGEROUS DRUGS",NA,"PATROL BORO MAN NORTH",511,"CONTROLLED SUBSTANCE, POSSESSI","PARK/PLAYGROUND","06/06/2018",NA,"25-44","BLACK","M",NA,"UNKNOWN","UNKNOWN","E",40.78245186,-73.965878269,"(40.78245186, -73.965878269)","2018","06","06"
"86",939925712,"COMPLETED",NA,0,"N.Y. POLICE DEPT",109,"FELONY","INSIDE","GRAND LARCENY",NA,"PATROL BORO MAN SOUTH",412,"LARCENY,GRAND FROM RESIDENCE, UNATTENDED","RESIDENCE - APT. HOUSE","06/06/2018",NA,"25-44","WHITE","U",NA,"45-64","WHITE","M",40.740489781,-74.000134968,"(40.740489781, -74.000134968)","2018","06","06"
"87",835938995,"COMPLETED",NA,0,"N.Y. POLICE DEPT",351,"MISDEMEANOR","FRONT OF","CRIMINAL MISCHIEF & RELATED OF",NA,"PATROL BORO MAN SOUTH",258,"CRIMINAL MISCHIEF 4TH, GRAFFIT","RESIDENCE - APT. HOUSE","06/06/2018",NA,NA,NA,NA,NA,"UNKNOWN","UNKNOWN","E",40.725558127,-73.993399108,"(40.725558127, -73.993399108)","2018","06","06"
"88",115675577,"COMPLETED",NA,0,"N.Y. POLICE DEPT",344,"MISDEMEANOR",NA,"ASSAULT 3 & RELATED OFFENSES",NA,"PATROL BORO MAN SOUTH",101,"ASSAULT 3","STREET","06/06/2018",NA,"UNKNOWN","WHITE HISPANIC","M",NA,"18-24","BLACK","F",40.758989314,-73.995944206,"(40.758989314, -73.995944206)","2018","06","06"
"89",314603058,"COMPLETED",NA,0,"N.Y. POLICE DEPT",106,"FELONY","INSIDE","FELONY ASSAULT",NA,"PATROL BORO MAN NORTH",105,"STRANGULATION 1ST","RESIDENCE - APT. HOUSE","06/06/2018",NA,"45-64","WHITE HISPANIC","M",NA,"25-44","WHITE HISPANIC","F",40.794241067,-73.935235376,"(40.794241067, -73.935235376)","2018","06","06"
"90",251980679,"COMPLETED",NA,0,"N.Y. POLICE DEPT",344,"MISDEMEANOR","FRONT OF","ASSAULT 3 & RELATED OFFENSES",NA,"PATROL BORO MAN SOUTH",101,"ASSAULT 3","RESIDENCE - APT. HOUSE","06/06/2018",NA,"UNKNOWN","UNKNOWN","U",NA,"18-24","BLACK","F",40.758687362,-73.995160935,"(40.758687362, -73.995160935)","2018","06","06"
"91",959738261,"COMPLETED",NA,0,"N.Y. POLICE DEPT",578,"VIOLATION","INSIDE","HARRASSMENT 2",NA,"PATROL BORO MAN NORTH",637,"HARASSMENT,SUBD 1,CIVILIAN","RESIDENCE - APT. HOUSE","06/06/2018",NA,"25-44","WHITE","F",NA,"25-44","WHITE","F",40.81471223,-73.942274612,"(40.81471223, -73.942274612)","2018","06","06"
"92",485921824,"COMPLETED",NA,0,"N.Y. POLICE DEPT",109,"FELONY",NA,"GRAND LARCENY",NA,"PATROL BORO MAN SOUTH",439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED","STREET","06/06/2018",NA,NA,NA,NA,NA,"18-24","WHITE","F",40.754756352,-73.987891855,"(40.754756352, -73.987891855)","2018","06","06"
"93",860098436,"COMPLETED",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","INSIDE","PETIT LARCENY",NA,"PATROL BORO MAN SOUTH",338,"LARCENY,PETIT FROM BUILDING,UN","CHAIN STORE","06/06/2018",NA,"UNKNOWN","BLACK","U",NA,"25-44","UNKNOWN","M",40.715506889,-74.005199555,"(40.715506889, -74.005199555)","2018","06","06"
"94",458414895,"COMPLETED",544,2,"N.Y. HOUSING POLICE",117,"FELONY","OPPOSITE OF","DANGEROUS DRUGS",NA,"PATROL BORO MAN SOUTH",503,"CONTROLLED SUBSTANCE,INTENT TO","RESIDENCE - PUBLIC HOUSING","06/06/2018",NA,"25-44","WHITE HISPANIC","M",NA,"UNKNOWN","UNKNOWN","E",40.716106265,-73.979392803,"(40.716106265, -73.979392803)","2018","06","06"
"95",869552755,"COMPLETED",632,2,"N.Y. HOUSING POLICE",235,"MISDEMEANOR","FRONT OF","DANGEROUS DRUGS",NA,"PATROL BORO MAN NORTH",567,"MARIJUANA, POSSESSION 4 & 5","RESIDENCE - PUBLIC HOUSING","06/06/2018",NA,"25-44","BLACK","F",NA,"UNKNOWN","UNKNOWN","E",40.795814831,-73.937101065,"(40.795814831, -73.937101065)","2018","06","06"
"96",127714692,"COMPLETED",NA,1,"N.Y. TRANSIT POLICE",678,"VIOLATION",NA,"MISCELLANEOUS PENAL LAW",NA,"PATROL BORO MAN NORTH",566,"MARIJUANA, POSSESSION","TRANSIT - NYC SUBWAY","06/06/2018","135 STREET","45-64","BLACK HISPANIC","M",3,"UNKNOWN","UNKNOWN","E",40.814113161,-73.940855365,"(40.814113161, -73.940855365)","2018","06","06"
"97",145366871,"COMPLETED",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","INSIDE","PETIT LARCENY",NA,"PATROL BORO MAN SOUTH",333,"LARCENY,PETIT FROM STORE-SHOPL","CANDY STORE","06/06/2018",NA,"18-24","BLACK","U",NA,"UNKNOWN","UNKNOWN","D",40.727523454,-73.995011664,"(40.727523454, -73.995011664)","2018","06","06"
"98",230176680,"COMPLETED",NA,0,"N.Y. POLICE DEPT",348,"MISDEMEANOR","FRONT OF","VEHICLE AND TRAFFIC LAWS",NA,"PATROL BORO MAN SOUTH",916,"LEAVING SCENE-ACCIDENT-PERSONA","STREET","06/06/2018",NA,"UNKNOWN","UNKNOWN","U",NA,"25-44","BLACK","F",40.754843416,-73.98201209,"(40.754843416, -73.98201209)","2018","06","06"
"99",818605954,"COMPLETED",NA,0,"N.Y. POLICE DEPT",236,"MISDEMEANOR","FRONT OF","DANGEROUS WEAPONS",NA,"PATROL BORO MAN SOUTH",782,"WEAPONS, POSSESSION, ETC","STREET","06/06/2018",NA,NA,NA,NA,NA,"UNKNOWN","UNKNOWN","E",40.754699165,-73.993500894,"(40.754699165, -73.993500894)","2018","06","06"
"100",119382929,"COMPLETED",NA,1,"N.Y. TRANSIT POLICE",113,"FELONY",NA,"FORGERY",NA,"PATROL BORO MAN NORTH",729,"FORGERY,ETC.,UNCLASSIFIED-FELO","TRANSIT - NYC SUBWAY","06/06/2018","135 STREET","25-44","BLACK","M",3,"UNKNOWN","UNKNOWN","E",40.814113161,-73.940855365,"(40.814113161, -73.940855365)","2018","06","06"
"101",644625313,"COMPLETED",NA,0,"N.Y. POLICE DEPT",578,"VIOLATION","FRONT OF","HARRASSMENT 2",NA,"PATROL BORO MAN NORTH",638,"HARASSMENT,SUBD 3,4,5","STREET","06/06/2018",NA,"UNKNOWN","UNKNOWN","U",NA,"45-64","WHITE HISPANIC","F",40.840612733,-73.939581336,"(40.840612733, -73.939581336)","2018","06","06"
"102",269858304,"ATTEMPTED",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","INSIDE","PETIT LARCENY",NA,"PATROL BORO MAN SOUTH",333,"LARCENY,PETIT FROM STORE-SHOPL","DRUG STORE","06/06/2018",NA,"UNKNOWN","BLACK","M",NA,"UNKNOWN","UNKNOWN","D",40.711746682,-74.000290013,"(40.711746682, -74.000290013)","2018","06","06"
"103",987752100,"COMPLETED",NA,0,"N.Y. POLICE DEPT",235,"MISDEMEANOR",NA,"DANGEROUS DRUGS",NA,"PATROL BORO MAN NORTH",511,"CONTROLLED SUBSTANCE, POSSESSI","STREET","06/06/2018",NA,"25-44","UNKNOWN","M",NA,"UNKNOWN","UNKNOWN","E",40.804384046,-73.937421669,"(40.804384046, -73.937421669)","2018","06","06"
"104",251620341,"COMPLETED",40086,2,"N.Y. HOUSING POLICE",351,"MISDEMEANOR","INSIDE","CRIMINAL MISCHIEF & RELATED OF",NA,"PATROL BORO MAN NORTH",259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4","RESIDENCE - PUBLIC HOUSING","06/06/2018",NA,"UNKNOWN","UNKNOWN","U",NA,"25-44","BLACK","F",40.820614011,-73.943552104,"(40.820614011, -73.943552104)","2018","06","06"
"105",131989673,"COMPLETED",NA,0,"N.Y. POLICE DEPT",117,"FELONY","FRONT OF","DANGEROUS DRUGS",NA,"PATROL BORO MAN NORTH",500,"CONTROLLED SUBSTANCE,POSSESS.","STREET","06/06/2018",NA,"18-24","BLACK HISPANIC","M",NA,"UNKNOWN","UNKNOWN","E",40.865457504,-73.920939317,"(40.865457504, -73.920939317)","2018","06","06"
"106",526794155,"COMPLETED",NA,1,"N.Y. TRANSIT POLICE",105,"FELONY",NA,"ROBBERY",NA,"PATROL BORO MAN NORTH",386,"ROBBERY,PERSONAL ELECTRONIC DEVICE","TRANSIT - NYC SUBWAY","06/06/2018","125 STREET","25-44","WHITE HISPANIC","F",4,"25-44","UNKNOWN","M",40.804384046,-73.937421669,"(40.804384046, -73.937421669)","2018","06","06"
"107",935933811,"COMPLETED",720,2,"N.Y. HOUSING POLICE",359,"MISDEMEANOR","INSIDE","OFFENSES AGAINST PUBLIC ADMINI",NA,"PATROL BORO MAN NORTH",748,"CONTEMPT,CRIMINAL","RESIDENCE - PUBLIC HOUSING","06/06/2018",NA,"25-44","BLACK","M",NA,"25-44","BLACK","F",40.811595381,-73.957576253,"(40.811595381, -73.957576253)","2018","06","06"
"108",797698232,"ATTEMPTED",NA,0,"N.Y. POLICE DEPT",238,"MISDEMEANOR",NA,"FRAUDULENT ACCOSTING",NA,"PATROL BORO MAN SOUTH",466,"ACCOSTING,FRAUDULENT","STREET","06/06/2018",NA,"18-24","BLACK HISPANIC","M",NA,"UNKNOWN","UNKNOWN","E",40.764798936,-73.984283677,"(40.764798936, -73.984283677)","2018","06","06"
"109",224889373,"COMPLETED",NA,0,"N.Y. POLICE DEPT",344,"MISDEMEANOR",NA,"ASSAULT 3 & RELATED OFFENSES",NA,"PATROL BORO MAN SOUTH",113,"MENACING,UNCLASSIFIED","STREET","06/06/2018",NA,"65+","BLACK","M",NA,"25-44","AMER IND","M",40.710335478,-74.0095456,"(40.710335478, -74.0095456)","2018","06","06"
"110",198007054,"COMPLETED",NA,0,"N.Y. POLICE DEPT",352,"MISDEMEANOR","INSIDE","CRIMINAL TRESPASS",NA,"PATROL BORO MAN SOUTH",205,"TRESPASS 2, CRIMINAL","RESIDENCE - APT. HOUSE","06/06/2018",NA,"<18","WHITE","M",NA,"45-64","WHITE","M",40.737964597,-73.998262147,"(40.737964597, -73.998262147)","2018","06","06"
"111",128478847,"COMPLETED",NA,0,"N.Y. POLICE DEPT",578,"VIOLATION","INSIDE","HARRASSMENT 2",NA,"PATROL BORO MAN NORTH",638,"HARASSMENT,SUBD 3,4,5","RESIDENCE - APT. HOUSE","06/06/2018",NA,NA,NA,NA,NA,"45-64","WHITE","M",40.780570632,-73.948236782,"(40.780570632, -73.948236782)","2018","06","06"
"112",155788831,"ATTEMPTED",NA,1,"N.Y. TRANSIT POLICE",109,"FELONY",NA,"GRAND LARCENY",NA,"PATROL BORO MAN SOUTH",406,"LARCENY,GRAND FROM PERSON, BAG OPEN/DIP","TRANSIT - NYC SUBWAY","06/06/2018","14 ST.-UNION SQUARE",NA,NA,NA,4,"25-44","WHITE","F",40.737203099,-73.983272598,"(40.737203099, -73.983272598)","2018","06","06"
"113",776450383,"COMPLETED",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","INSIDE","PETIT LARCENY",NA,"PATROL BORO MAN NORTH",333,"LARCENY,PETIT FROM STORE-SHOPL","CHAIN STORE","06/06/2018",NA,"45-64","BLACK","F",NA,"UNKNOWN","UNKNOWN","D",40.795040766,-73.971643157,"(40.795040766, -73.971643157)","2018","06","06"
"114",528248610,"COMPLETED",NA,0,"N.Y. POLICE DEPT",365,"MISDEMEANOR","INSIDE","ADMINISTRATIVE CODE",NA,"PATROL BORO MAN NORTH",878,"ADM.CODE,UNCLASSIFIED MISDEMEA","RESIDENCE - APT. HOUSE","06/06/2018",NA,"25-44","UNKNOWN","F",NA,"25-44","WHITE HISPANIC","F",40.845052646,-73.937654487,"(40.845052646, -73.937654487)","2018","06","06"
"115",307479169,"COMPLETED",NA,0,"N.Y. POLICE DEPT",106,"FELONY","INSIDE","FELONY ASSAULT",NA,"PATROL BORO MAN NORTH",109,"ASSAULT 2,1,UNCLASSIFIED","GROCERY/BODEGA","06/06/2018",NA,"25-44","ASIAN/PAC.ISL","M",NA,"25-44","WHITE HISPANIC","M",40.804694598,-73.938158252,"(40.804694598, -73.938158252)","2018","06","06"
"116",156109257,"COMPLETED",NA,1,"N.Y. TRANSIT POLICE",235,"MISDEMEANOR",NA,"DANGEROUS DRUGS",NA,"PATROL BORO MAN NORTH",511,"CONTROLLED SUBSTANCE, POSSESSI","TRANSIT - NYC SUBWAY","06/06/2018","110 ST.-CENTRAL PARK NORTH","25-44","WHITE","F",3,"UNKNOWN","UNKNOWN","E",40.798841208,-73.952018585,"(40.798841208, -73.952018585)","2018","06","06"
"117",846691488,"COMPLETED",NA,1,"N.Y. TRANSIT POLICE",126,"FELONY",NA,"MISCELLANEOUS PENAL LAW",NA,"PATROL BORO MAN NORTH",760,"BRIBERY,PUBLIC ADMINISTRATION","TRANSIT - NYC SUBWAY","06/06/2018","110 ST.-CENTRAL PARK NORTH","25-44","WHITE","F",3,"UNKNOWN","UNKNOWN","E",40.798841208,-73.952018585,"(40.798841208, -73.952018585)","2018","06","06"
"118",828544870,"COMPLETED",NA,3,"PORT AUTHORITY",341,"MISDEMEANOR","INSIDE","PETIT LARCENY",NA,"PATROL BORO MAN SOUTH",333,"LARCENY,PETIT FROM STORE-SHOPL","BUS TERMINAL","06/06/2018",NA,"25-44","WHITE","M",NA,"UNKNOWN","UNKNOWN","D",40.756266207,-73.990501248,"(40.756266207, -73.990501248)","2018","06","06"
"119",372605600,"COMPLETED",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","FRONT OF","PETIT LARCENY",NA,"PATROL BORO MAN NORTH",339,"LARCENY,PETIT FROM OPEN AREAS,","COMMERCIAL BUILDING","06/06/2018",NA,"UNKNOWN","BLACK","M",NA,"45-64","BLACK","M",40.82490603,-73.947851812,"(40.82490603, -73.947851812)","2018","06","06"
"120",176596949,"COMPLETED",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","INSIDE","PETIT LARCENY",NA,"PATROL BORO MAN SOUTH",333,"LARCENY,PETIT FROM STORE-SHOPL","CLOTHING/BOUTIQUE","06/06/2018",NA,"UNKNOWN","BLACK","M",NA,"UNKNOWN","UNKNOWN","D",40.749755161,-73.985615392,"(40.749755161, -73.985615392)","2018","06","06"
"121",537969428,"COMPLETED",NA,0,"N.Y. POLICE DEPT",351,"MISDEMEANOR","FRONT OF","CRIMINAL MISCHIEF & RELATED OF",NA,"PATROL BORO MAN SOUTH",258,"CRIMINAL MISCHIEF 4TH, GRAFFIT","BRIDGE","06/06/2018",NA,"UNKNOWN","UNKNOWN","U",NA,"UNKNOWN","UNKNOWN","E",40.717872161,-73.986177815,"(40.717872161, -73.986177815)","2018","06","06"
"122",514343668,"COMPLETED",NA,1,"N.Y. TRANSIT POLICE",233,"MISDEMEANOR",NA,"SEX CRIMES",NA,"PATROL BORO MAN SOUTH",175,"SEXUAL ABUSE 3,2","TRANSIT - NYC SUBWAY","06/06/2018","BOWLING GREEN","25-44","BLACK","M",2,"25-44","BLACK HISPANIC","F",40.720255223,-74.00709028,"(40.720255223, -74.00709028)","2018","06","06"
"123",261663719,"COMPLETED",NA,0,"N.Y. POLICE DEPT",109,"FELONY","INSIDE","GRAND LARCENY",NA,"PATROL BORO MAN SOUTH",438,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED","HOTEL/MOTEL","06/06/2018",NA,NA,NA,NA,NA,"45-64","WHITE","F",40.751669512,-73.976581025,"(40.751669512, -73.976581025)","2018","06","06"
"124",246521774,"COMPLETED",NA,1,"N.Y. TRANSIT POLICE",578,"VIOLATION",NA,"HARRASSMENT 2",NA,"PATROL BORO MAN SOUTH",637,"HARASSMENT,SUBD 1,CIVILIAN","TRANSIT - NYC SUBWAY","06/06/2018","34 ST.-HERALD SQ.","25-44","BLACK","M",2,"<18","BLACK","M",40.749780113,-73.987780874,"(40.749780113, -73.987780874)","2018","06","06"
"125",433270770,"COMPLETED",NA,1,"N.Y. TRANSIT POLICE",344,"MISDEMEANOR",NA,"ASSAULT 3 & RELATED OFFENSES",NA,"PATROL BORO MAN SOUTH",101,"ASSAULT 3","TRANSIT - NYC SUBWAY","06/06/2018","CHAMBERS STREET","25-44","WHITE HISPANIC","M",2,"25-44","ASIAN/PAC.ISL","F",40.713143696,-74.004059506,"(40.713143696, -74.004059506)","2018","06","06"
"126",677597209,"COMPLETED",NA,1,"N.Y. TRANSIT POLICE",113,"FELONY",NA,"FORGERY",NA,"PATROL BORO MAN SOUTH",729,"FORGERY,ETC.,UNCLASSIFIED-FELO","TRANSIT - NYC SUBWAY","06/06/2018","59 ST.-COLUMBUS CIRCLE","25-44","BLACK","M",1,"UNKNOWN","UNKNOWN","E",40.76889926,-73.982094939,"(40.76889926, -73.982094939)","2018","06","06"
"127",994583716,"COMPLETED",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","FRONT OF","PETIT LARCENY",NA,"PATROL BORO MAN NORTH",343,"LARCENY,PETIT OF BICYCLE","STREET","06/06/2018",NA,"UNKNOWN","WHITE HISPANIC","M",NA,"18-24","BLACK","M",40.814508157,-73.959312086,"(40.814508157, -73.959312086)","2018","06","06"
"128",848135560,"COMPLETED",NA,0,"N.Y. POLICE DEPT",351,"MISDEMEANOR",NA,"CRIMINAL MISCHIEF & RELATED OF",NA,"PATROL BORO MAN SOUTH",258,"CRIMINAL MISCHIEF 4TH, GRAFFIT","BRIDGE","06/06/2018",NA,"UNKNOWN","UNKNOWN","U",NA,"UNKNOWN","UNKNOWN","E",40.717679859,-73.984835897,"(40.717679859, -73.984835897)","2018","06","06"
"129",427454358,"COMPLETED",NA,0,"N.Y. POLICE DEPT",105,"FELONY","INSIDE","ROBBERY",NA,"PATROL BORO MAN NORTH",396,"ROBBERY,BEGIN AS SHOPLIFTING","TELECOMM. STORE","06/06/2018",NA,"18-24","BLACK","M",NA,"UNKNOWN","UNKNOWN","D",40.807085412,-73.943830883,"(40.807085412, -73.943830883)","2018","06","06"
"130",714913437,"COMPLETED",NA,0,"N.Y. POLICE DEPT",578,"VIOLATION","INSIDE","HARRASSMENT 2",NA,"PATROL BORO MAN NORTH",638,"HARASSMENT,SUBD 3,4,5","RESIDENCE - APT. HOUSE","06/06/2018",NA,"UNKNOWN","WHITE","M",NA,"18-24","BLACK","M",40.826490017,-73.948490126,"(40.826490017, -73.948490126)","2018","06","06"
"131",319328382,"COMPLETED",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","INSIDE","PETIT LARCENY",NA,"PATROL BORO MAN NORTH",333,"LARCENY,PETIT FROM STORE-SHOPL","CHAIN STORE","06/06/2018",NA,"25-44","BLACK","M",NA,"UNKNOWN","UNKNOWN","D",40.808374136,-73.946885823,"(40.808374136, -73.946885823)","2018","06","06"
"132",378110925,"COMPLETED",NA,0,"N.Y. POLICE DEPT",351,"MISDEMEANOR","INSIDE","CRIMINAL MISCHIEF & RELATED OF",NA,"PATROL BORO MAN NORTH",259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4","SMALL MERCHANT","06/06/2018",NA,"<18","BLACK","F",NA,"UNKNOWN","UNKNOWN","D",40.822016943,-73.93891535,"(40.822016943, -73.93891535)","2018","06","06"
"133",771534208,"COMPLETED",NA,0,"N.Y. POLICE DEPT",344,"MISDEMEANOR","FRONT OF","ASSAULT 3 & RELATED OFFENSES",NA,"PATROL BORO MAN NORTH",101,"ASSAULT 3","STREET","06/06/2018",NA,"<18","BLACK","F",NA,"18-24","BLACK","F",40.822664445,-73.938441439,"(40.822664445, -73.938441439)","2018","06","06"
"134",463605988,"COMPLETED",NA,3,"PORT AUTHORITY",126,"FELONY","OPPOSITE OF","MISCELLANEOUS PENAL LAW",NA,"PATROL BORO MAN SOUTH",760,"BRIBERY,PUBLIC ADMINISTRATION","BUS TERMINAL","06/06/2018",NA,"25-44","WHITE","M",NA,"UNKNOWN","UNKNOWN","E",40.756266207,-73.990501248,"(40.756266207, -73.990501248)","2018","06","06"
"135",597809693,"COMPLETED",613,2,"N.Y. HOUSING POLICE",235,"MISDEMEANOR","REAR OF","DANGEROUS DRUGS",NA,"PATROL BORO MAN NORTH",567,"MARIJUANA, POSSESSION 4 & 5","RESIDENCE - PUBLIC HOUSING","06/06/2018",NA,"<18","BLACK HISPANIC","M",NA,"UNKNOWN","UNKNOWN","E",40.792626382,-73.950231775,"(40.792626382, -73.950231775)","2018","06","06"
